track_id,acoustic,danceable,energetic,instrumental,lively,speechy,happy
584,0,1,0,0,0,1,1
585,1,1,0,0,0,1,0
586,0,1,0,0,0,1,1
601,1,0,0,1,0,0,0
602,1,0,0,0,0,0,0
603,1,0,0,0,0,0,0
604,1,0,0,0,0,0,0
605,0,0,1,0,0,0,0
606,1,0,1,1,1,1,0
607,1,1,1,0,0,1,1
608,0,0,1,0,0,0,0
609,0,0,1,1,0,0,0
610,1,0,0,1,0,0,0
611,1,0,0,1,0,0,0
612,1,0,0,1,0,1,1
617,1,1,0,0,0,0,0
618,1,0,0,0,0,0,0
619,1,0,0,0,1,0,0
620,1,1,0,1,0,0,0
621,1,0,0,0,0,0,0
622,1,0,0,0,1,0,0
623,1,0,0,0,0,0,0
624,1,0,0,1,0,0,0
625,1,0,0,0,0,0,0
626,1,0,0,1,0,0,0
627,1,0,0,1,0,0,0
628,1,0,0,1,0,0,0
629,0,1,0,0,0,0,0
630,1,0,0,1,0,0,0
631,0,0,0,1,0,0,1
633,0,0,0,1,0,0,0
634,1,0,1,1,0,0,0
635,0,0,0,1,0,0,0
641,1,1,0,1,0,1,1
642,1,0,0,0,0,0,0
643,0,1,0,0,0,0,1
644,1,0,0,0,1,0,0
645,1,0,0,0,0,1,0
646,1,0,0,0,0,0,0
647,1,0,1,0,1,1,0
648,1,0,0,0,0,0,0
649,1,1,0,1,0,1,1
650,1,0,0,1,1,1,0
651,1,0,1,0,0,1,0
652,1,0,1,1,1,1,0
653,1,0,1,1,0,1,0
654,1,0,1,1,0,1,0
655,1,0,0,1,0,1,0
656,1,0,0,1,1,0,0
657,1,0,0,1,1,0,0
658,1,0,0,0,0,1,0
659,1,0,0,0,0,1,0
660,1,0,0,1,0,1,0
661,1,0,0,0,0,1,0
662,1,0,0,0,0,0,0
663,1,0,0,0,0,1,0
664,1,1,0,0,0,1,1
665,0,0,0,1,0,0,0
669,1,0,0,0,0,0,1
670,0,0,0,0,0,0,1
671,0,0,0,0,0,0,1
673,1,0,0,0,0,1,1
675,1,0,0,0,1,0,1
677,0,0,0,0,1,1,0
679,1,0,0,0,0,1,1
681,0,0,0,0,0,0,0
682,1,0,0,0,0,1,1
683,1,0,0,0,0,1,1
685,1,0,0,0,0,1,1
687,1,0,0,0,0,1,0
689,1,0,0,0,0,1,1
690,0,0,1,1,1,0,0
691,0,0,1,0,0,0,0
692,0,0,1,1,0,0,0
693,1,0,1,1,0,1,0
694,0,0,1,0,0,1,0
695,0,0,1,0,1,0,0
711,0,0,1,1,0,0,0
712,0,0,1,1,0,0,0
713,0,0,1,1,0,0,0
714,0,0,0,1,0,0,0
715,1,0,0,1,1,0,0
716,1,0,0,1,0,0,0
717,1,0,0,1,0,0,0
718,1,0,0,0,0,0,0
719,0,0,1,1,0,0,0
720,0,0,1,1,0,0,0
721,0,0,1,0,0,0,0
722,0,0,1,0,0,0,1
723,0,0,0,1,0,0,0
777,0,1,0,0,0,1,0
778,1,1,0,1,0,1,0
779,1,0,0,1,0,0,1
780,0,0,0,0,1,1,0
783,0,0,0,1,0,0,0
786,0,0,0,1,1,0,0
787,1,0,0,0,0,0,0
788,1,0,0,0,0,0,1
790,1,1,0,1,0,0,1
791,0,0,0,1,0,0,0
792,0,1,1,1,0,1,1
793,0,0,0,1,0,0,1
795,1,0,0,0,0,0,1
796,0,0,0,0,0,0,1
803,1,0,0,1,0,0,0
804,0,1,0,0,0,0,1
805,0,1,0,1,0,0,1
806,1,0,1,1,0,0,0
807,0,0,0,1,0,0,0
814,1,0,0,1,0,0,0
821,0,1,0,1,1,0,0
822,0,1,0,1,0,0,0
823,0,1,0,1,0,0,0
824,0,0,1,1,0,0,0
825,1,0,1,1,0,0,0
826,1,0,1,1,0,0,0
827,0,0,1,1,0,0,1
828,1,0,1,1,0,0,0
829,1,0,1,1,0,0,0
830,0,0,1,0,0,0,0
836,0,0,1,0,0,0,0
837,0,0,1,0,0,0,0
838,1,0,1,1,0,0,0
839,0,0,1,0,0,0,0
840,0,0,1,0,0,0,0
841,0,0,1,0,1,0,0
842,0,0,0,1,0,0,1
843,0,0,1,0,0,0,0
844,0,0,1,0,0,0,0
845,0,0,0,0,0,0,0
846,0,0,1,0,0,0,0
847,0,0,0,0,0,0,0
851,0,0,0,1,0,0,0
852,0,1,0,0,0,0,0
853,1,0,0,1,1,0,0
855,0,0,1,1,0,0,1
856,0,0,1,1,1,0,0
858,0,0,1,0,1,1,0
859,0,0,1,0,0,0,0
860,0,0,1,1,0,0,0
861,0,0,1,1,1,0,1
862,0,0,1,1,0,0,1
863,0,0,1,0,0,0,0
874,1,0,0,1,1,1,0
875,0,0,0,1,1,0,0
876,0,1,1,0,1,0,1
877,0,0,0,0,0,1,0
878,0,0,0,1,0,0,0
879,0,0,1,1,0,0,0
880,0,0,0,1,0,0,0
881,1,0,0,1,0,0,0
882,0,0,0,1,0,0,0
883,0,0,0,1,0,0,0
885,0,0,1,1,0,0,0
886,1,0,1,1,1,0,0
887,1,0,1,1,0,0,0
888,0,0,0,1,0,0,0
889,0,0,0,1,0,0,0
896,1,0,1,0,0,0,0
991,0,0,1,1,1,0,1
992,0,0,1,1,0,1,0
993,0,1,1,0,0,0,0
1007,1,0,1,1,0,0,0
1009,0,0,1,1,0,0,0
1013,0,0,1,1,0,0,0
1014,0,0,0,1,0,0,0
1015,0,0,1,1,0,0,0
1016,0,0,1,1,0,0,0
1017,0,0,1,1,0,0,0
1018,0,0,0,1,0,0,0
1020,1,0,0,0,0,0,0
1021,0,0,1,0,1,1,0
1022,1,0,0,1,0,0,1
1023,1,0,0,1,0,0,0
1028,0,0,0,0,0,0,0
1029,0,1,0,0,0,0,1
1041,0,0,0,1,0,0,0
1042,0,0,1,1,0,0,0
1043,1,0,1,0,0,1,1
1044,0,0,0,1,0,1,1
1045,1,1,0,1,0,0,0
1046,1,0,0,1,0,1,0
1047,1,0,1,1,0,1,0
1048,1,1,0,1,0,0,0
1049,1,1,0,1,0,0,1
1050,1,1,0,1,0,0,0
1051,1,0,0,1,1,0,0
1052,0,0,0,0,0,0,0
1058,0,0,1,1,0,0,1
1059,0,0,0,1,0,0,1
1060,0,0,1,1,0,0,0
1061,1,0,1,1,0,0,0
1062,0,0,1,1,0,0,0
1063,0,0,1,0,0,0,0
1064,0,0,1,1,0,0,0
1077,0,0,0,0,0,0,0
1078,1,0,0,1,0,0,0
1079,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,0
1081,0,0,0,1,0,0,1
1082,1,0,0,1,0,0,0
1085,0,1,0,0,0,1,1
1086,0,1,1,1,1,0,1
1087,0,1,1,1,0,0,1
1088,0,0,1,1,0,0,0
1089,1,0,0,1,1,0,0
1090,0,0,0,1,0,0,1
1091,0,0,0,1,0,0,1
1102,0,0,1,1,0,1,0
1105,0,0,1,1,0,0,0
1106,0,0,0,1,0,0,0
1107,0,0,1,1,0,0,0
1108,0,0,1,1,0,0,0
1116,1,0,0,1,0,0,0
1117,0,0,1,1,0,0,1
1118,1,0,1,1,0,0,0
1119,1,0,0,1,0,0,1
1120,0,0,1,0,0,1,0
1121,0,0,1,0,1,0,0
1122,1,0,1,1,1,1,0
1123,0,0,1,1,0,0,1
1124,0,0,0,0,1,0,1
1125,1,0,0,0,0,1,0
1126,0,0,1,0,1,0,0
1128,1,0,0,0,0,0,0
1129,0,0,1,0,0,0,0
1130,0,0,1,0,0,0,0
1131,0,0,0,0,0,0,0
1135,1,0,0,1,0,0,0
1136,1,0,0,1,1,0,0
1138,1,0,0,1,0,0,0
1140,1,0,0,1,0,0,0
1141,0,1,1,1,0,0,0
1142,1,0,0,1,0,0,0
1143,1,0,1,1,0,0,0
1144,1,0,0,1,0,0,0
1145,1,0,0,1,0,0,0
1146,0,0,1,1,0,0,1
1147,0,0,0,1,0,0,0
1148,1,0,0,1,1,0,0
1149,1,0,0,1,0,0,0
1150,1,0,1,1,1,0,0
1156,0,0,1,1,0,0,1
1157,0,0,1,1,0,0,0
1158,0,0,1,1,0,0,1
1159,0,0,1,1,0,0,0
1160,0,0,0,1,0,0,0
1161,1,0,1,1,0,0,0
1162,0,0,1,1,0,0,1
1163,0,0,0,0,0,0,0
1165,0,0,1,1,0,0,0
1166,0,0,0,1,0,0,0
1167,0,0,1,1,0,0,0
1168,0,0,1,1,0,0,1
1169,0,1,1,1,0,1,1
1170,0,0,1,1,0,0,0
1171,0,0,1,1,0,0,0
1172,0,0,1,0,0,0,0
1173,0,1,0,1,0,0,0
1174,0,0,1,1,0,0,1
1175,0,0,0,1,0,0,0
1177,0,0,1,1,0,1,0
1179,0,0,1,1,0,0,0
1182,1,0,0,0,0,0,0
1183,1,0,1,1,0,0,1
1184,1,0,0,0,0,0,0
1185,1,0,1,1,0,0,1
1186,0,0,0,1,0,0,1
1187,1,0,0,0,0,0,0
1188,0,1,0,0,0,0,1
1189,0,0,1,1,0,0,1
1190,0,1,1,1,0,0,1
1191,0,1,0,1,0,0,1
1192,0,0,0,0,0,0,0
1193,1,1,0,1,0,0,0
1194,0,0,0,1,0,0,0
1195,1,0,0,1,0,0,0
1196,0,0,0,1,0,0,0
1197,1,0,0,1,0,0,0
1198,0,0,0,1,0,0,0
1199,1,0,0,1,0,0,0
1201,0,0,1,1,0,0,0
1202,0,0,1,0,0,0,1
1203,0,0,1,1,0,0,1
1204,0,0,1,1,0,0,1
1270,1,0,1,1,0,0,0
1271,0,0,1,1,1,0,0
1272,0,0,1,1,0,0,0
1273,0,0,1,1,1,0,0
1274,0,0,1,1,0,0,0
1275,1,0,1,1,1,0,0
1279,1,0,0,1,0,0,0
1280,0,0,1,1,0,0,0
1281,1,0,0,1,0,0,0
1282,0,0,0,1,0,0,0
1283,0,0,0,1,0,0,0
1284,0,1,0,1,0,0,0
1285,0,0,1,1,1,0,0
1286,0,1,1,1,0,0,0
1287,0,0,1,0,0,0,1
1288,1,0,0,1,0,0,0
1289,1,0,1,1,1,1,0
1290,0,0,1,0,1,0,0
1291,0,0,0,1,0,0,0
1292,1,0,1,1,1,1,0
1294,0,0,0,1,0,0,0
1295,0,0,1,1,0,0,0
1296,1,0,1,0,0,1,0
1299,0,0,1,1,0,0,0
1300,0,0,0,1,0,0,0
1301,0,0,0,1,0,0,0
1302,1,0,0,1,0,0,0
1304,1,1,0,0,0,0,0
1305,1,1,0,1,0,0,0
1306,1,0,0,1,0,0,0
1307,0,1,0,1,0,0,1
1309,1,0,0,1,0,0,0
1310,1,1,0,1,0,0,0
1314,1,0,0,1,0,0,0
1315,1,0,0,1,0,0,0
1316,1,1,1,1,0,0,1
1318,0,0,0,0,1,0,0
1319,1,1,1,1,0,0,0
1320,1,1,0,1,1,0,1
1321,1,0,0,1,1,0,0
1323,1,1,0,1,0,0,0
1324,1,1,0,1,0,0,0
1325,1,0,0,0,1,0,0
1327,1,0,0,1,0,0,0
1328,0,1,0,0,0,0,0
1330,0,0,0,1,0,0,1
1332,1,0,0,1,0,0,0
1333,1,0,0,1,0,0,0
1334,1,1,1,1,1,0,1
1335,1,0,0,1,0,0,0
1336,0,1,0,1,0,0,1
1337,1,1,0,0,0,1,1
1338,1,0,0,1,0,0,0
1339,1,0,0,1,0,0,0
1340,1,1,0,0,1,0,0
1354,0,0,1,1,0,1,0
1356,1,1,1,1,0,0,0
1357,1,0,1,0,0,0,0
1358,0,0,1,1,0,0,1
1359,1,0,1,1,0,0,0
1360,0,0,1,1,0,0,0
1361,0,0,1,1,0,0,0
1362,1,0,0,1,0,0,0
1363,0,0,1,1,0,0,0
1364,0,0,1,1,0,0,0
1365,0,0,1,1,0,0,0
1366,0,0,1,1,0,0,1
1367,0,0,1,1,0,0,1
1368,1,0,0,1,0,0,0
1369,1,0,1,1,1,1,1
1370,1,0,1,0,0,0,0
1371,0,1,0,1,0,1,0
1372,1,0,0,1,1,0,1
1373,1,0,0,1,0,0,0
1374,1,0,1,1,0,0,0
1375,0,1,0,1,0,0,1
1377,1,0,0,1,0,1,1
1378,0,0,1,1,0,0,1
1380,1,0,0,1,1,0,0
1384,1,0,0,1,0,0,1
1412,0,0,0,0,0,0,0
1413,0,0,1,1,0,0,0
1414,0,0,1,1,1,0,0
1415,0,0,1,0,0,0,0
1416,0,0,1,1,0,0,0
1417,0,0,0,1,0,0,0
1418,0,0,1,0,0,0,0
1419,1,0,1,1,0,0,0
1420,1,0,0,1,0,0,0
1421,0,0,0,0,0,0,0
1422,0,0,0,1,0,0,0
1423,1,0,1,1,0,0,0
1424,0,0,0,1,1,0,0
1425,0,0,1,1,1,0,0
1426,1,0,0,1,0,0,0
1428,0,0,1,0,0,1,1
1430,0,0,1,1,0,1,0
1431,0,1,0,1,0,0,1
1432,0,0,1,1,1,1,0
1433,0,0,1,1,0,0,0
1434,0,0,1,0,1,1,0
1435,0,0,1,0,0,0,0
1436,0,0,1,1,0,1,1
1437,0,0,1,0,0,0,0
1438,0,0,1,0,1,1,0
1439,0,0,1,0,1,0,0
1441,0,0,1,0,1,1,0
1442,0,0,0,1,0,1,0
1450,1,0,1,1,0,0,0
1474,1,0,0,0,0,0,0
1475,0,0,0,0,0,0,0
1476,1,0,0,1,0,0,0
1477,1,0,1,1,0,0,0
1478,1,0,0,1,0,1,0
1479,1,0,0,0,0,0,0
1480,0,0,0,1,0,1,0
1481,0,1,0,1,0,0,0
1482,0,1,0,1,0,1,0
1483,0,1,0,1,0,1,0
1484,0,0,0,1,0,1,0
1485,0,0,0,1,1,0,0
1487,0,0,0,1,0,1,0
1488,0,0,0,1,1,0,0
1489,0,1,0,1,0,0,0
1518,0,0,1,1,0,0,0
1519,0,1,1,1,0,0,1
1520,0,0,1,1,1,0,0
1521,1,0,1,1,0,0,0
1522,1,0,1,1,0,0,0
1523,1,0,1,1,0,0,0
1524,1,0,1,1,1,0,0
1525,1,0,1,1,0,0,1
1526,0,1,1,0,0,0,1
1527,0,1,1,0,0,0,1
1528,0,1,1,0,0,0,1
1529,0,1,1,0,1,0,0
1530,0,0,1,0,0,0,1
1531,0,0,1,0,1,0,1
1532,0,1,1,0,0,0,1
1533,0,1,1,0,0,0,1
1534,0,0,1,0,1,0,0
1536,0,1,0,0,0,0,1
1540,0,0,0,1,0,0,1
1541,1,0,0,0,0,0,0
1542,0,0,0,1,0,0,1
1543,0,1,0,1,0,0,0
1544,1,0,0,1,0,0,0
1545,1,0,0,1,1,0,0
1546,0,0,0,0,0,0,1
1574,1,0,1,0,1,0,0
1575,1,0,1,1,0,0,0
1590,0,0,1,0,0,0,0
1591,0,0,1,0,0,0,0
1592,1,0,1,1,0,0,0
1593,0,0,1,0,0,0,0
1594,0,0,1,1,0,0,0
1595,0,0,1,0,0,0,1
1596,0,0,1,1,0,0,1
1597,0,0,1,0,0,0,0
1598,0,0,0,0,0,0,0
1599,0,0,1,1,0,0,0
1600,0,0,1,1,0,0,0
1601,0,0,0,0,0,1,0
1602,0,0,1,1,0,1,0
1603,0,0,1,1,0,0,0
1604,0,0,1,0,0,0,1
1605,0,0,1,1,0,0,0
1606,0,0,1,0,1,0,1
1607,0,0,1,1,0,0,1
1608,0,0,1,1,0,0,1
1609,0,0,1,1,1,0,0
1610,0,0,1,1,0,0,0
1611,0,0,1,1,0,0,1
1612,1,0,0,0,0,0,1
1613,0,0,1,1,1,0,0
1614,0,0,1,1,0,0,0
1615,0,0,1,1,0,0,1
1616,0,0,1,1,0,0,0
1617,0,0,1,0,1,0,1
1618,0,0,1,1,0,0,0
1619,0,0,1,0,0,0,0
1634,0,0,1,1,0,1,0
1635,0,0,1,1,0,1,1
1636,0,0,0,1,0,1,1
1637,1,1,1,1,0,1,0
1638,0,1,0,0,0,1,0
1639,1,0,1,0,0,1,0
1640,0,1,1,1,0,1,0
1641,0,0,1,1,1,0,0
1642,0,1,1,0,0,0,1
1643,0,0,1,1,0,1,0
1644,0,0,1,0,0,0,1
1645,0,0,1,1,0,0,0
1648,1,0,1,1,0,1,0
1649,0,0,1,1,0,0,0
1652,0,0,0,1,0,0,0
1657,0,0,1,0,1,0,0
1658,1,0,0,1,0,0,0
1659,0,0,1,0,0,0,0
1660,0,0,1,1,0,0,1
1661,0,0,1,1,0,0,0
1662,0,0,0,1,1,0,0
1663,0,0,1,1,0,0,0
1664,0,1,0,1,0,0,1
1665,0,0,0,1,0,0,1
1666,1,0,0,1,0,0,0
1675,1,0,0,0,0,0,0
1676,1,0,0,1,0,0,1
1677,0,1,0,1,0,0,0
1678,1,0,0,1,1,0,0
1680,1,0,0,1,1,0,1
1681,1,0,0,0,0,0,1
1682,1,1,0,0,0,0,1
1683,1,0,0,0,0,0,1
1684,1,0,0,0,0,1,1
1685,1,0,0,0,0,0,0
1686,1,0,0,1,0,0,0
1687,1,0,0,0,0,0,0
1688,1,0,0,0,0,0,1
1689,1,0,0,1,0,0,1
1690,1,0,1,0,1,1,0
1691,1,0,0,1,0,0,0
1692,1,0,0,1,0,0,0
1693,1,0,0,1,0,0,1
1694,1,0,0,1,0,0,0
1695,1,0,0,0,0,0,0
1696,1,0,1,1,0,0,0
1697,1,0,0,1,1,0,0
1698,1,0,0,0,0,0,0
1699,1,0,0,0,0,0,0
1700,1,0,0,1,0,0,0
1701,1,0,0,1,0,0,0
1702,1,0,0,1,0,0,0
1703,1,0,0,1,0,0,0
1704,1,0,0,0,0,0,0
1705,1,0,0,1,0,0,0
1706,1,0,1,1,1,0,0
1707,0,0,1,1,0,0,1
1708,0,0,1,1,0,0,0
1709,1,0,0,1,0,0,1
1710,0,0,1,1,0,0,0
1711,0,0,1,1,0,0,0
1712,0,0,0,1,0,0,0
1713,0,0,0,1,0,0,0
1714,1,0,1,1,0,0,0
1715,1,0,0,0,0,1,0
1718,0,0,0,1,0,1,0
1719,0,0,1,1,0,0,0
1720,0,0,0,0,0,0,0
1721,0,0,0,1,0,0,0
1722,0,1,0,0,0,1,0
1723,0,0,1,0,0,0,0
1727,0,0,0,1,1,0,0
1740,0,0,1,1,0,0,0
1741,0,0,1,1,0,0,0
1742,0,0,1,1,0,0,0
1743,1,0,1,1,1,0,1
1744,0,0,0,0,0,0,0
1745,1,0,1,1,0,0,0
1746,1,0,0,1,0,0,0
1747,1,1,0,0,0,0,0
1748,0,1,1,1,0,0,1
1749,0,0,0,1,0,0,0
1750,1,0,0,0,0,0,0
1752,1,0,0,1,0,0,0
1753,0,0,1,1,0,0,0
1754,1,0,0,0,1,0,0
1755,1,0,0,1,0,0,0
1756,0,0,0,1,0,0,0
1757,1,0,1,1,0,0,0
1759,1,0,0,1,0,0,1
1761,1,0,0,1,0,0,0
1763,0,0,0,1,0,0,0
1765,1,0,0,1,0,0,0
1767,1,0,0,1,0,0,0
1768,0,1,0,0,0,0,0
1770,0,0,0,0,1,0,0
1771,0,0,1,1,0,0,0
1772,0,0,1,1,0,0,0
1773,0,0,1,1,0,0,0
1780,0,0,1,1,0,0,0
1781,1,0,1,1,0,0,0
1782,0,0,1,1,0,1,0
1783,1,0,1,0,0,0,0
1784,0,0,1,1,1,0,0
1785,1,0,1,1,0,0,0
1786,1,0,1,0,0,1,1
1787,0,1,0,0,0,0,0
1788,0,1,0,1,0,0,1
1789,0,0,1,1,0,0,0
1790,1,0,0,0,1,0,1
1791,0,1,1,1,0,0,1
1792,0,0,1,1,0,0,0
1793,0,0,1,1,0,0,1
1794,0,0,0,0,0,0,1
1795,0,1,1,1,0,0,0
1796,0,0,1,1,0,0,1
1797,0,0,0,0,1,0,0
1798,0,0,0,0,0,0,0
1799,0,1,1,0,0,0,1
1800,0,0,0,0,0,0,0
1801,0,1,0,1,0,0,1
1802,0,0,0,0,0,0,1
1803,0,0,1,1,0,0,1
1804,0,1,1,1,0,0,1
1805,0,0,1,0,0,0,1
1806,0,1,1,0,0,0,1
1807,1,1,1,1,0,0,1
1808,0,0,1,1,0,0,0
1809,1,0,1,0,1,0,1
1810,0,0,1,0,1,0,1
1811,0,0,0,0,0,0,1
1814,0,0,0,1,0,0,0
1815,1,0,1,1,0,1,0
1816,0,0,0,0,0,0,1
1817,1,0,0,1,0,0,1
1818,0,1,1,0,0,1,1
1819,1,1,1,0,0,1,1
1820,0,1,1,1,0,0,1
1821,1,0,0,1,0,0,0
1822,1,0,0,0,0,0,1
1823,0,0,1,1,1,0,0
1824,1,0,0,0,0,0,0
1825,0,0,0,1,0,0,1
1826,0,0,1,1,0,0,1
1827,0,0,0,0,0,0,1
1828,0,0,0,0,0,0,1
1829,1,0,0,1,0,1,1
1830,1,0,0,1,0,0,1
1831,1,0,0,0,0,0,1
1832,1,0,0,1,0,0,0
1833,0,0,1,0,1,0,1
1834,1,0,0,1,0,1,0
1835,0,0,0,1,0,0,0
1836,1,0,1,1,0,0,0
1837,1,0,1,1,0,0,1
1860,0,0,1,1,0,0,0
1861,1,0,1,1,0,0,0
1863,0,0,1,0,1,0,0
1864,0,0,1,1,1,1,0
1865,0,0,1,0,0,0,1
1867,0,0,1,1,1,0,0
1868,0,0,0,0,0,0,0
1869,0,0,1,1,0,0,1
1871,0,0,1,1,1,0,0
1872,0,0,1,1,1,1,0
1873,0,0,0,0,0,0,1
1874,1,0,1,0,1,1,0
1875,0,0,1,0,0,0,0
1876,0,0,0,1,0,0,0
1878,1,0,1,1,0,1,0
1879,1,0,0,1,1,1,1
1882,1,0,1,1,0,0,1
1883,1,0,1,1,0,0,1
1884,1,0,0,1,0,0,1
